"","Site","Block","Tree","Source","Name","cond","ht"
"1","PH",2,4,"KL","KL11",1,133
"2","PH",1,4,"GA","GA1",1,64
"3","PH",3,2,"PF","PF4",4,105
"4","PH",3,1,"SN","SN2",1,138
"5","PH",3,3,"AK","AK6",1,77
"6","PH",2,2,"CP","CP26",1,49
"7","PH",4,1,"BL","BL2",1,80
"8","PH",2,5,"SA","SA7",1,86
"9","PH",4,3,"BL","BL2",1,117
"10","PH",4,2,"LA","LA5",1,132
"11","PH",1,1,"SA","SA7",1,55
"12","PH",2,1,"PL","PL7",1,91
"13","PH",4,1,"LA","LA13",1,112
"14","PH",2,2,"AK","AK6",1,88
"15","PH",1,4,"FB","FB9",1,122
"16","PH",3,1,"BA","BA5",1,54
"17","PH",2,1,"HC","HC2",1,111
"18","PH",2,1,"BL","BL2",1,114
"19","PH",3,4,"SN","SN4",1,101
"20","PH",4,2,"LA","LA13",1,83
"21","PH",2,1,"RV","RV8",1,55
"22","PH",4,5,"BL","BL2",1,95
"23","PH",3,1,"LA","LA10",1,54
"24","PH",4,1,"CA","CA3",1,102
"25","PH",2,4,"SA","SA7",1,78
"26","PH",3,5,"KL","KL12",4,113
"27","PH",3,4,"FW","FW3",1,92
"28","PH",3,2,"BL","BL2",1,52
"29","PH",2,2,"LA","LA10",4,123
"30","PH",2,2,"RV","RV3",1,110
"31","PH",1,4,"BA","BA3",4,133
"32","PH",1,5,"BK","BK3",1,122
"33","PH",3,3,"GA","GA3",1,172
"34","PH",2,1,"LA","LA8",1,125
"35","PH",1,5,"CC","CC2",1,77
"36","PH",4,4,"HP","HP1",1,52
"37","PH",2,3,"GA","GA3",1,95
"38","PH",1,1,"BC","BC3",1,66
"39","PH",3,5,"KL","KL6",1,83
"40","PH",2,2,"FB","FB3",1,123
"41","PH",3,1,"LA","LA13",1,16
"42","PH",3,3,"DE","DE4",4,66
"43","PH",1,1,"GP","GP2",1,118
"44","PH",3,2,"HP","HP1",1,74
"45","PH",2,1,"VE","VE7",4,79
"46","PH",1,1,"BR","BR7",1,93
"47","PH",3,4,"BL","BL3",4,82
"48","PH",1,5,"WL","WL8",4,93
"49","PH",1,5,"PA","PA1",1,101
"50","PH",1,4,"SN","SN4",4,109
"51","PH",4,1,"BL","BL1",1,81
"52","PH",3,4,"HC","HC1",1,126
"53","PH",3,3,"SN","SN1",1,40
"54","PH",1,3,"SN","SN1",1,100
"55","PH",3,4,"LC","LC1",4,118
"56","PH",2,5,"BR","BR7",1,107
"57","PH",4,1,"CC","CC2",1,109
"58","PH",3,5,"SR","SR3",1,137
"59","PH",2,1,"SA","SA5",1,125
"60","PH",2,5,"BA","BA5",1,84
"61","PH",2,4,"ZE","ZE4",4,104
"62","PH",1,5,"VI","VI3",1,39
"63","PH",1,5,"SA","SA5",1,114
"64","PH",3,2,"RV","RV3",1,77
"65","PH",2,4,"KL","KL14",1,97
"66","PH",3,5,"GP","GP1",1,74
"67","PH",2,1,"BK","BK5",1,127
"68","PH",4,2,"RV","RV8",1,144
"69","PH",1,1,"LA","LA10",1,63
"70","PH",1,4,"KM","KM1",1,71
"71","PH",1,5,"OL","OL1",1,77
"72","PH",1,2,"CA","CA4",1,109
"73","PH",1,3,"SR","SR2",4,118
"74","PH",4,1,"CC","CC4",4,73
"75","PH",1,3,"GA","GA1",1,44
"76","PH",2,3,"RA","RA2",4,76
"77","PH",2,2,"OK","OK1",1,87
"78","PH",3,2,"LC","LC2",4,75
"79","PH",4,2,"PL","PL1",1,118
"80","PH",1,2,"FB","FB3",1,35
"81","PH",1,5,"KL","KL6",1,84
"82","PH",1,5,"GP","GP2",1,96
"83","PH",4,10,"SN","SN3",1,102
"84","PH",1,2,"BL","BL2",1,139
"85","PH",1,4,"BR","BR7",1,93
"86","PH",3,5,"SN","SN2",1,80
"87","PH",1,3,"CY","CY6",1,107
"88","PH",3,2,"WL","WL8",1,109
"89","PH",2,1,"GA","GA2",1,94
"90","PH",3,3,"LC","LC2",1,162
"91","PH",3,1,"DE","DE4",1,99
"92","PH",3,2,"SC","SC4",1,111
"93","PH",4,5,"RV","RV4",1,77
"94","PH",2,2,"VE","VE7",1,83
"95","PH",3,4,"SN","SN2",1,68
"96","PH",2,5,"LA","LA8",1,97
"97","PH",1,5,"BR","BR7",4,135
"98","PH",1,5,"BA","BA3",1,35
"99","PH",1,5,"SN","SN1",1,40
"100","PH",1,4,"FB","FB3",1,87
"101","PH",4,4,"FB","FB3",1,81
"102","PH",3,5,"BA","BA5",1,146
"103","PH",2,2,"SN","SN3",1,46
"104","PH",2,3,"BL","BL2",1,66
"105","PH",2,4,"PL","PL11",4,76
"106","PH",1,1,"PL","PL7",1,75
"107","PH",2,1,"LC","LC1",1,63
"108","PH",1,2,"SN","SN1",1,57
"109","PH",2,1,"CC","CC4",4,17
"110","PH",2,1,"AK","AK6",4,34
"111","PH",2,5,"BL","BL2",4,113
"112","PH",2,3,"BL","BL3",1,112
"113","PH",1,3,"BC","BC3",1,56
"114","PH",1,2,"PA","PA1",1,64
"115","PH",2,1,"HP","HP1",4,69
"116","PH",3,4,"CC","CC4",1,87
"117","PH",3,2,"FB","FB3",1,127
"118","PH",1,2,"RV","RV8",1,75
"119","PH",2,2,"VE","VE10",1,47
"120","PH",3,1,"CC","CC4",1,80
"121","PH",3,1,"GP","GP2",1,71
"122","PH",1,3,"SA","SA7",1,120
"123","PH",1,5,"BL","BL1",1,133
"124","PH",1,4,"PF","PF1",1,111
"125","PH",1,4,"RV","RV8",1,41
"126","PH",3,4,"PF","PF5",1,115
"127","PH",3,5,"OL","OL1",4,118
"128","PH",3,5,"HC","HC1",1,87
"129","PH",3,1,"SR","SR3",1,69
"130","PH",1,3,"CA","CA3",1,87
"131","PH",2,1,"KL","KL12",1,80
"132","PH",1,5,"CR","CR4",1,146
"133","PH",2,5,"BC","BC6",1,133
"134","PH",2,4,"BK","BK2",1,82
"135","PH",4,1,"BA","BA2",1,69
"136","PH",3,5,"HC","HC2",1,37
"137","PH",2,2,"PA","PA3",1,131
"138","PH",2,3,"BK","BK5",1,38
"139","PH",2,5,"HC","HC2",1,150
"140","PH",3,2,"DE","DE4",1,154
"141","PH",1,4,"DE","DE6",1,58
"142","PH",3,5,"CC","CC4",1,52
"143","PH",4,3,"CC","CC7",1,71
"144","PH",3,5,"KL","KL13",1,134
"145","PH",2,5,"KM","KM1",1,90
"146","PH",3,3,"GP","GP2",1,129
"147","PH",4,5,"LA","LA10",1,103
"148","PH",2,3,"SN","SN1",1,120
"149","PH",3,1,"BL","BL2",4,121
"150","PH",3,1,"PL","PL7",1,46
"151","PH",3,2,"CC","CC7",1,108
"152","PH",3,2,"BC","BC6",4,96
"153","PH",2,5,"CC","CC2",1,82
"154","PH",3,2,"PA","PA1",1,102
"155","PH",3,2,"ZE","ZE4",1,93
"156","PH",3,1,"PL","PL11",1,100
"157","PH",2,5,"VE","VE10",1,99
"158","PH",4,4,"BL","BL3",1,107
"159","PH",1,5,"PA","PA4",1,80
"160","PH",3,4,"LA","LA10",1,75
"161","PH",4,5,"BK","BK3",4,129
"162","PH",2,4,"PA","PA3",1,40
"163","PH",4,5,"VE","VE5",1,71
"164","PH",2,5,"KL","KL11",1,62
"165","PH",4,1,"GA","GA3",1,78
"166","PH",2,4,"BL","BL2",1,92
"167","PH",3,2,"WL","WL3",1,161
"168","PH",2,5,"KM","KM10",1,88
"169","PH",3,4,"OR","OR1",1,64
"170","PH",3,2,"SR","SR3",4,140
"171","PH",1,2,"BA","BA5",4,34
"172","PH",1,4,"BC","BC3",4,76
"173","PH",1,3,"PF","PF1",4,79
"174","PH",3,4,"CA","CA4",4,114
"175","PH",3,3,"ZE","ZE6",4,1
"176","PH",4,2,"RV","RV3",1,52
"177","PH",2,1,"GA","GA3",1,101
"178","PH",2,2,"CB","CB1",1,102
"179","PH",1,2,"BK","BK5",1,90
"180","PH",2,1,"KL","KL10",1,44
"181","PH",3,3,"DE","DE5",1,91
"182","PH",3,5,"CR","CR2",4,59
"183","PH",3,1,"KL","KL11",1,35
"184","PH",1,2,"OL","OL1",4,103
"185","PH",1,5,"VI","VI5",4,85
"186","PH",1,3,"AK","AK9",1,71
"187","PH",1,3,"FW","FW3",1,118
"188","PH",1,5,"SR","SR3",4,122
"189","PH",2,1,"LA","LA10",1,72
"190","PH",3,3,"ZE","ZE1",1,75
"191","PH",3,3,"CP","CP26",1,79
"192","PH",3,4,"DE","DE4",1,54
"193","PH",3,4,"KL","KL12",1,72
"194","PH",2,1,"SC","SC4",1,144
"195","PH",3,1,"CA","CA3",1,101
"196","PH",2,5,"ZE","ZE1",1,77
"197","PH",2,5,"DE","DE2",1,73
"198","PH",3,2,"SR","SR2",1,69
"199","PH",3,5,"RV","RV8",1,97
"200","PH",3,2,"VE","VE5",1,51
"201","PH",3,1,"FW","FW3",1,78
"202","PH",2,2,"GA","GA2",1,81
"203","PH",4,5,"LA","LA8",4,87
"204","PH",2,1,"BA","BA5",1,121
"205","PH",2,5,"DE","DE4",4,149
"206","PH",2,1,"FW","FW3",1,105
"207","PH",3,2,"KM","KM10",1,66
"208","PH",3,1,"LA","LA8",1,106
"209","PH",2,2,"KL","KL13",1,63
"210","PH",2,5,"ZE","ZE6",1,95
"211","PH",3,3,"KM","KM1",1,66
"212","PH",2,5,"KL","KL12",1,118
"213","PH",3,2,"PL","PL7",1,88
"214","PH",2,5,"RV","RV8",1,75
"215","PH",1,5,"CR","CR2",4,107
"216","PH",1,4,"WV","WV2",1,66
"217","PH",1,5,"HP","HP1",1,107
"218","PH",1,5,"PL","PL1",1,95
"219","PH",1,5,"DE","DE4",1,78
"220","PH",1,4,"BC","BC6",4,67
"221","PH",1,5,"PF","PF4",4,82
"222","PH",1,5,"BL","BL2",4,60
"223","PH",3,2,"RV","RV4",1,63
"224","PH",3,2,"FW","FW3",4,74
"225","PH",2,2,"SR","SR3",1,56
"226","PH",2,4,"BL","BL1",4,117
"227","PH",3,1,"SC","SC4",4,112
"228","PH",3,2,"CA","CA4",1,97
"229","PH",3,3,"BK","BK2",1,113
"230","PH",3,1,"PA","PA1",1,39
"231","PH",2,1,"CR","CR2",4,95
"232","PH",3,2,"CC","CC4",1,114
"233","PH",1,3,"CP","CP9",1,47
"234","PH",3,3,"BC","BC3",1,38
"235","PH",3,2,"RA","RA8",1,106
"236","PH",4,5,"SN","SN1",1,87
"237","PH",4,2,"RA","RA8",1,80
"238","PH",4,5,"SN","SN4",1,77
"239","PH",3,5,"OH","OH1",1,81
"240","PH",3,2,"PF","PF2",1,111
"241","PH",4,1,"OK","OK1",1,60
"242","PH",2,4,"CY","CY6",2,74
"243","PH",4,3,"WV","WV2",1,97
"244","PH",4,3,"LA","LA13",1,121
"245","PH",1,2,"BR","BR3",1,108
"246","PH",1,2,"GA","GA1",1,98
"247","PH",3,1,"BL","BL3",1,80
"248","PH",4,4,"RV","RV4",1,63
"249","PH",4,2,"HP","HP1",1,39
"250","PH",2,4,"RV","RV3",1,53
"251","PH",1,4,"BK","BK5",1,45
