,Site,Block,Tree,Source,Name,cond,ht
1,PV,1,1,AK,AK3,4,117
2,PV,1,2,AK,AK3,4,332
3,PV,1,3,AK,AK3,4,44
4,PV,1,4,AK,AK3,1,168
5,PV,1,5,AK,AK3,1,74
6,PV,1,1,AK,AK6,1,48
7,PV,1,2,AK,AK6,2,76
8,PV,1,3,AK,AK6,2,1
9,PV,1,4,AK,AK6,2,197
10,PV,1,5,AK,AK6,1,192
11,PV,1,1,AK,AK9,1,1
12,PV,1,3,AK,AK9,4,1
13,PV,1,4,AK,AK9,4,146
14,PV,1,5,AK,AK9,4,250
15,PV,1,2,BA,BA2,1,371
16,PV,1,3,BA,BA2,4,105
17,PV,1,5,BA,BA2,1,137
18,PV,1,3,BA,BA3,4,60
19,PV,1,5,BA,BA3,1,288
20,PV,1,4,BA,BA5,4,234
21,PV,1,5,BA,BA5,1,156
22,PV,1,1,BC,BC3,2,92
23,PV,1,2,BC,BC3,4,285
24,PV,1,3,BC,BC3,4,150
25,PV,1,5,BC,BC3,2,149
26,PV,1,3,BC,BC6,2,57
27,PV,1,4,BC,BC6,1,266
28,PV,1,2,BC,BC8,1,188
29,PV,1,3,BC,BC8,1,106
30,PV,1,4,BC,BC8,2,104
31,PV,1,5,BC,BC8,4,317
32,PV,1,1,BL,BL1,4,76
33,PV,1,1,BL,BL3,2,5
34,PV,1,1,BR,BR3,4,150
35,PV,1,5,BR,BR3,2,315
36,PV,1,2,BR,BR3,4,106
37,PV,1,3,BR,BR3,4,26
38,PV,1,4,BR,BR3,4,121
39,PV,1,1,BR,BR7,1,1
40,PV,1,3,BR,BR7,1,91
41,PV,1,4,BR,BR7,1,36
42,PV,1,5,BR,BR7,4,179
43,PV,1,1,CB,CB1,4,127
44,PV,1,2,CB,CB1,4,154
45,PV,1,3,CB,CB1,2,1
46,PV,1,4,CB,CB1,4,111
47,PV,1,5,CB,CB1,2,279
48,PV,1,1,CL,CL1,1,163
49,PV,1,2,CL,CL1,2,162
50,PV,1,3,CL,CL1,1,133
51,PV,1,4,CL,CL1,4,249
52,PV,1,5,CL,CL1,4,130
53,PV,1,1,CP,CP24,1,219
54,PV,1,4,CP,CP24,4,152
55,PV,1,5,CP,CP24,1,215
56,PV,1,1,CP,CP26,1,48
57,PV,1,3,CP,CP26,4,12
58,PV,1,5,CP,CP26,1,50
59,PV,1,1,CP,CP9,1,223
60,PV,1,3,CP,CP9,2,215
61,PV,1,4,CP,CP9,1,111
62,PV,1,5,CP,CP9,2,83
63,PV,1,1,CR,CR2,4,76
64,PV,1,3,CR,CR2,4,157
65,PV,1,4,CR,CR2,2,122
66,PV,1,5,CR,CR2,4,1
67,PV,1,2,CR,CR3,4,362
68,PV,1,3,CR,CR3,1,1
69,PV,1,4,CR,CR3,2,111
70,PV,1,5,CR,CR3,1,10
71,PV,1,2,CR,CR4,4,118
72,PV,1,3,CR,CR4,4,21
73,PV,1,4,CR,CR4,2,117
74,PV,1,5,CR,CR4,2,217
75,PV,1,1,CY,CY6,2,44
76,PV,1,3,CY,CY6,1,165
77,PV,1,5,CY,CY6,1,156
78,PV,1,1,DE,DE2,1,269
79,PV,1,2,DE,DE2,2,225
80,PV,1,3,DE,DE2,4,1
81,PV,1,4,DE,DE2,1,157
82,PV,1,5,DE,DE2,4,137
83,PV,1,1,DE,DE4,2,92
84,PV,1,2,DE,DE4,4,239
85,PV,1,3,DE,DE4,2,1
86,PV,1,4,DE,DE4,2,27
87,PV,1,5,DE,DE4,4,233
88,PV,1,1,DE,DE5,4,180
89,PV,1,3,DE,DE5,4,43
90,PV,1,4,DE,DE5,2,121
91,PV,1,5,DE,DE5,1,229
92,PV,1,1,DE,DE6,2,1
93,PV,1,2,DE,DE6,1,282
94,PV,1,3,DE,DE6,1,23
95,PV,1,4,DE,DE6,4,1
